A,PC,ED0-2,DPR_OTH,T,Y_GE75,FR	11.2 	12.3 
A,PC,ED0-2,DPR_OTH,T,Y_GE75,HR	8.4 	10.7 
A,PC,ED0-2,DPR_OTH,T,Y_GE75,HU	18.3 	13.5 
A,PC,ED0-2,DPR_OTH,T,Y_GE75,IE	4.7 u	4.3 
A,PC,ED0-2,DPR_OTH,T,Y_GE75,IS	5.7 	2.3 
A,PC,ED0-2,DPR_OTH,T,Y_GE75,IT	8.5 	7.1 
A,PC,ED0-2,DPR_OTH,T,Y_GE75,LT	9.4 	7.1 
A,PC,ED0-2,DPR_OTH,T,Y_GE75,LU	6.7 u	3.4 
A,PC,ED0-2,DPR_OTH,T,Y_GE75,LV	4.8 	7.8 
A,PC,ED0-2,DPR_OTH,T,Y_GE75,MT	9.0 	10.6 
A,PC,ED0-2,DPR_OTH,T,Y_GE75,NL	: 	10.5 
A,PC,ED0-2,DPR_OTH,T,Y_GE75,NO	5.8 	6.8 
A,PC,ED0-2,DPR_OTH,T,Y_GE75,PL	9.6 	10.8 
A,PC,ED0-2,DPR_OTH,T,Y_GE75,PT	11.5 	11.0 
A,PC,ED0-2,DPR_OTH,T,Y_GE75,RO	9.5 	8.7 
A,PC,ED0-2,DPR_OTH,T,Y_GE75,RS	: 	3.1 
A,PC,ED0-2,DPR_OTH,T,Y_GE75,SE	8.1 u	5.1 u
A,PC,ED0-2,DPR_OTH,T,Y_GE75,SI	2.7 	11.4 
A,PC,ED0-2,DPR_OTH,T,Y_GE75,SK	9.2 	4.6 
A,PC,ED0-2,DPR_OTH,T,Y_GE75,TR	3.3 	5.5 
A,PC,ED0-2,DPR_OTH,T,Y_GE75,UK	6.9 	: 
A,PC,ED3_4,DPR,F,TOTAL,AT	4.7 	6.0 
A,PC,ED3_4,DPR,F,TOTAL,BE	: 	9.6 
A,PC,ED3_4,DPR,F,TOTAL,BG	7.8 	4.5 
A,PC,ED3_4,DPR,F,TOTAL,CY	4.2 	2.2 
A,PC,ED3_4,DPR,F,TOTAL,CZ	3.7 	5.5 
A,PC,ED3_4,DPR,F,TOTAL,DE	9.2 	8.7 
A,PC,ED3_4,DPR,F,TOTAL,DK	6.5 	9.3 
A,PC,ED3_4,DPR,F,TOTAL,EE	7.6 	10.6 
A,PC,ED3_4,DPR,F,TOTAL,EL	4.2 	2.5 
A,PC,ED3_4,DPR,F,TOTAL,ES	7.1 	6.0 
A,PC,ED3_4,DPR,F,TOTAL,EU27_2020	6.5 	6.9 
A,PC,ED3_4,DPR,F,TOTAL,EU28	6.8 e	: 
A,PC,ED3_4,DPR,F,TOTAL,FI	6.1 	6.9 
A,PC,ED3_4,DPR,F,TOTAL,FR	6.9 	11.5 
A,PC,ED3_4,DPR,F,TOTAL,HR	2.5 	8.0 
A,PC,ED3_4,DPR,F,TOTAL,HU	9.3 	5.3 
A,PC,ED3_4,DPR,F,TOTAL,IE	6.2 	5.3 
A,PC,ED3_4,DPR,F,TOTAL,IS	11.2 	10.0 
A,PC,ED3_4,DPR,F,TOTAL,IT	3.1 	4.2 
A,PC,ED3_4,DPR,F,TOTAL,LT	4.8 	5.9 
A,PC,ED3_4,DPR,F,TOTAL,LU	10.3 	11.4 
A,PC,ED3_4,DPR,F,TOTAL,LV	5.9 	7.5 
A,PC,ED3_4,DPR,F,TOTAL,MT	4.1 	8.1 
A,PC,ED3_4,DPR,F,TOTAL,NL	: 	8.7 
A,PC,ED3_4,DPR,F,TOTAL,NO	5.1 	8.7 
A,PC,ED3_4,DPR,F,TOTAL,PL	6.1 	5.3 
A,PC,ED3_4,DPR,F,TOTAL,PT	8.7 	5.7 
A,PC,ED3_4,DPR,F,TOTAL,RO	2.9 	3.2 
A,PC,ED3_4,DPR,F,TOTAL,RS	: 	2.1 
A,PC,ED3_4,DPR,F,TOTAL,SE	10.4 	12.1 
A,PC,ED3_4,DPR,F,TOTAL,SI	7.3 	9.2 
A,PC,ED3_4,DPR,F,TOTAL,SK	3.3 	3.6 
A,PC,ED3_4,DPR,F,TOTAL,TR	7.0 	5.4 
A,PC,ED3_4,DPR,F,TOTAL,UK	9.8 	: 
A,PC,ED3_4,DPR,F,Y15-19,AT	1.6 	: 
A,PC,ED3_4,DPR,F,Y15-19,BG	0 u	: 
A,PC,ED3_4,DPR,F,Y15-19,CY	2.3 u	: 
A,PC,ED3_4,DPR,F,Y15-19,CZ	0 u	: 
A,PC,ED3_4,DPR,F,Y15-19,DE	11.8 	: 
A,PC,ED3_4,DPR,F,Y15-19,DK	9.4 u	: 
A,PC,ED3_4,DPR,F,Y15-19,EE	: u	: 
A,PC,ED3_4,DPR,F,Y15-19,EL	5.2 	: 
A,PC,ED3_4,DPR,F,Y15-19,ES	0 	: 
A,PC,ED3_4,DPR,F,Y15-19,EU28	6.0 e	: 
A,PC,ED3_4,DPR,F,Y15-19,FI	2.4 u	: 
A,PC,ED3_4,DPR,F,Y15-19,FR	6.3 	: 
A,PC,ED3_4,DPR,F,Y15-19,HR	0 u	: 
A,PC,ED3_4,DPR,F,Y15-19,HU	1.0 	: 
A,PC,ED3_4,DPR,F,Y15-19,IE	: u	: 
A,PC,ED3_4,DPR,F,Y15-19,IS	: u	: 
A,PC,ED3_4,DPR,F,Y15-19,IT	1.4 	: 
A,PC,ED3_4,DPR,F,Y15-19,LT	0 u	: 
A,PC,ED3_4,DPR,F,Y15-19,LU	15.6 u	: 
A,PC,ED3_4,DPR,F,Y15-19,LV	4.8 u	: 
A,PC,ED3_4,DPR,F,Y15-19,MT	0 u	: 
A,PC,ED3_4,DPR,F,Y15-19,NO	: u	: 
A,PC,ED3_4,DPR,F,Y15-19,PL	2.2 	: 
A,PC,ED3_4,DPR,F,Y15-19,PT	0.4 	: 
A,PC,ED3_4,DPR,F,Y15-19,RO	1.0 	: 
A,PC,ED3_4,DPR,F,Y15-19,SE	0 	: 
A,PC,ED3_4,DPR,F,Y15-19,SI	9.4 	: 
A,PC,ED3_4,DPR,F,Y15-19,SK	0 u	: 
A,PC,ED3_4,DPR,F,Y15-19,TR	4.5 	: 
A,PC,ED3_4,DPR,F,Y15-19,UK	8.0 	: 
A,PC,ED3_4,DPR,F,Y15-24,AT	5.3 	6.0 
A,PC,ED3_4,DPR,F,Y15-24,BE	: 	11.1 
A,PC,ED3_4,DPR,F,Y15-24,BG	2.5 	1.1 
A,PC,ED3_4,DPR,F,Y15-24,CY	1.3 	1.2 
A,PC,ED3_4,DPR,F,Y15-24,CZ	1.1 	0.6 
A,PC,ED3_4,DPR,F,Y15-24,DE	12.3 	8.4 
A,PC,ED3_4,DPR,F,Y15-24,DK	7.2 	17.7 
A,PC,ED3_4,DPR,F,Y15-24,EE	4.4 	7.5 
A,PC,ED3_4,DPR,F,Y15-24,EL	2.2 	0 
A,PC,ED3_4,DPR,F,Y15-24,ES	3.2 	5.3 
A,PC,ED3_4,DPR,F,Y15-24,EU27_2020	5.9 	6.5 
A,PC,ED3_4,DPR,F,Y15-24,EU28	6.9 e	: 
A,PC,ED3_4,DPR,F,Y15-24,FI	7.5 	10.7 
A,PC,ED3_4,DPR,F,Y15-24,FR	8.0 	11.5 
A,PC,ED3_4,DPR,F,Y15-24,HR	2.6 	0 
A,PC,ED3_4,DPR,F,Y15-24,HU	2.6 	4.0 
A,PC,ED3_4,DPR,F,Y15-24,IE	13.9 	4.4 
A,PC,ED3_4,DPR,F,Y15-24,IS	13.2 	6.5 
A,PC,ED3_4,DPR,F,Y15-24,IT	1.5 	3.4 
A,PC,ED3_4,DPR,F,Y15-24,LT	1.3 	1.3 
A,PC,ED3_4,DPR,F,Y15-24,LU	16.2 	17.5 
A,PC,ED3_4,DPR,F,Y15-24,LV	5.1 	7.1 
A,PC,ED3_4,DPR,F,Y15-24,MT	2.4 	7.8 
A,PC,ED3_4,DPR,F,Y15-24,NL	: 	12.8 
A,PC,ED3_4,DPR,F,Y15-24,NO	7.5 	16.3 
A,PC,ED3_4,DPR,F,Y15-24,PL	2.0 	0.9 
A,PC,ED3_4,DPR,F,Y15-24,PT	3.2 	6.3 
A,PC,ED3_4,DPR,F,Y15-24,RO	0.6 	0.3 
A,PC,ED3_4,DPR,F,Y15-24,RS	: 	0.2 
A,PC,ED3_4,DPR,F,Y15-24,SE	12.4 	15.4 
A,PC,ED3_4,DPR,F,Y15-24,SI	11.5 	21.4 u
A,PC,ED3_4,DPR,F,Y15-24,SK	2.1 	0 
A,PC,ED3_4,DPR,F,Y15-24,TR	4.2 	5.0 
A,PC,ED3_4,DPR,F,Y15-24,UK	12.0 	: 
A,PC,ED3_4,DPR,F,Y15-29,AT	5.7 	5.5 
A,PC,ED3_4,DPR,F,Y15-29,BE	: 	11.6 
A,PC,ED3_4,DPR,F,Y15-29,BG	2.4 	0.7 
A,PC,ED3_4,DPR,F,Y15-29,CY	2.3 	0.8 
A,PC,ED3_4,DPR,F,Y15-29,CZ	0.7 	1.6 
A,PC,ED3_4,DPR,F,Y15-29,DE	13.7 	11.0 
A,PC,ED3_4,DPR,F,Y15-29,DK	7.3 	18.6 
A,PC,ED3_4,DPR,F,Y15-29,EE	4.1 	7.4 
A,PC,ED3_4,DPR,F,Y15-29,EL	1.7 	0.6 
A,PC,ED3_4,DPR,F,Y15-29,ES	4.3 	4.7 
A,PC,ED3_4,DPR,F,Y15-29,EU27_2020	6.1 	: 
A,PC,ED3_4,DPR,F,Y15-29,EU28	7.0 e	: 
A,PC,ED3_4,DPR,F,Y15-29,FI	8.7 	11.8 
A,PC,ED3_4,DPR,F,Y15-29,FR	6.4 	12.8 
A,PC,ED3_4,DPR,F,Y15-29,HR	1.6 	0.7 
A,PC,ED3_4,DPR,F,Y15-29,HU	2.7 	5.4 
A,PC,ED3_4,DPR,F,Y15-29,IE	: 	4.2 
A,PC,ED3_4,DPR,F,Y15-29,IS	: 	7.4 
A,PC,ED3_4,DPR,F,Y15-29,IT	1.3 	3.1 
A,PC,ED3_4,DPR,F,Y15-29,LT	1.1 	2.5 
A,PC,ED3_4,DPR,F,Y15-29,LU	15.3 	16.2 
A,PC,ED3_4,DPR,F,Y15-29,LV	4.0 	5.0 
A,PC,ED3_4,DPR,F,Y15-29,MT	3.5 	9.5 
A,PC,ED3_4,DPR,F,Y15-29,NL	: 	11.3 
A,PC,ED3_4,DPR,F,Y15-29,NO	8.2 	15.0 
A,PC,ED3_4,DPR,F,Y15-29,PL	2.6 	1.4 
A,PC,ED3_4,DPR,F,Y15-29,PT	3.9 	5.5 
A,PC,ED3_4,DPR,F,Y15-29,RO	0.4 	0.3 
A,PC,ED3_4,DPR,F,Y15-29,RS	: 	0.6 
A,PC,ED3_4,DPR,F,Y15-29,SE	14.0 	17.8 
A,PC,ED3_4,DPR,F,Y15-29,SI	9.1 	12.9 u
A,PC,ED3_4,DPR,F,Y15-29,SK	2.0 	0.4 
A,PC,ED3_4,DPR,F,Y15-29,TR	5.4 	4.7 
A,PC,ED3_4,DPR,F,Y15-29,UK	11.4 	: 
A,PC,ED3_4,DPR,F,Y15-64,AT	5.0 	5.5 
A,PC,ED3_4,DPR,F,Y15-64,BE	: 	10.0 
A,PC,ED3_4,DPR,F,Y15-64,BG	5.7 	3.1 
A,PC,ED3_4,DPR,F,Y15-64,CY	4.2 	2.0 
A,PC,ED3_4,DPR,F,Y15-64,CZ	3.5 	4.7 
A,PC,ED3_4,DPR,F,Y15-64,DE	10.1 	9.3 
A,PC,ED3_4,DPR,F,Y15-64,DK	7.0 	10.9 
A,PC,ED3_4,DPR,F,Y15-64,EE	6.9 	9.7 
A,PC,ED3_4,DPR,F,Y15-64,EL	3.8 	2.2 
A,PC,ED3_4,DPR,F,Y15-64,ES	7.1 	5.8 
A,PC,ED3_4,DPR,F,Y15-64,EU27_2020	6.2 	6.7 
A,PC,ED3_4,DPR,F,Y15-64,EU28	6.7 e	: 
A,PC,ED3_4,DPR,F,Y15-64,FI	6.9 	8.3 
A,PC,ED3_4,DPR,F,Y15-64,FR	6.5 	11.7 
A,PC,ED3_4,DPR,F,Y15-64,HR	2.0 	6.0 
A,PC,ED3_4,DPR,F,Y15-64,HU	8.1 	4.9 
A,PC,ED3_4,DPR,F,Y15-64,IE	6.7 	5.5 
A,PC,ED3_4,DPR,F,Y15-64,IS	11.4 	9.8 
A,PC,ED3_4,DPR,F,Y15-64,IT	2.7 	3.8 
A,PC,ED3_4,DPR,F,Y15-64,LT	4.0 	5.2 
A,PC,ED3_4,DPR,F,Y15-64,LU	10.8 	12.2 
A,PC,ED3_4,DPR,F,Y15-64,LV	5.4 	7.1 
A,PC,ED3_4,DPR,F,Y15-64,MT	3.7 	8.1 
A,PC,ED3_4,DPR,F,Y15-64,NL	: 	8.5 
A,PC,ED3_4,DPR,F,Y15-64,NO	5.0 	10.0 
A,PC,ED3_4,DPR,F,Y15-64,PL	5.0 	3.8 
A,PC,ED3_4,DPR,F,Y15-64,PT	8.6 	5.9 
A,PC,ED3_4,DPR,F,Y15-64,RO	2.0 	2.1 
A,PC,ED3_4,DPR,F,Y15-64,RS	: 	1.5 
A,PC,ED3_4,DPR,F,Y15-64,SE	10.9 	13.5 
A,PC,ED3_4,DPR,F,Y15-64,SI	7.4 	8.8 
A,PC,ED3_4,DPR,F,Y15-64,SK	2.8 	3.2 
A,PC,ED3_4,DPR,F,Y15-64,TR	7.0 	5.4 
A,PC,ED3_4,DPR,F,Y15-64,UK	10.4 	: 
A,PC,ED3_4,DPR,F,Y18-24,AT	5.2 	: 
A,PC,ED3_4,DPR,F,Y18-24,BG	2.5 	: 
A,PC,ED3_4,DPR,F,Y18-24,CY	1.4 	: 
A,PC,ED3_4,DPR,F,Y18-24,CZ	1.1 	: 
A,PC,ED3_4,DPR,F,Y18-24,DE	12.1 	: 
A,PC,ED3_4,DPR,F,Y18-24,DK	6.8 	: 
A,PC,ED3_4,DPR,F,Y18-24,EE	4.4 	: 
A,PC,ED3_4,DPR,F,Y18-24,EL	2.3 	: 
A,PC,ED3_4,DPR,F,Y18-24,ES	3.4 	: 
A,PC,ED3_4,DPR,F,Y18-24,EU27_2020	5.8 	: 
A,PC,ED3_4,DPR,F,Y18-24,EU28	6.7 e	: 
A,PC,ED3_4,DPR,F,Y18-24,FI	8.2 	: 
A,PC,ED3_4,DPR,F,Y18-24,FR	7.9 	: 
A,PC,ED3_4,DPR,F,Y18-24,HR	2.7 	: 
A,PC,ED3_4,DPR,F,Y18-24,HU	2.6 	: 
A,PC,ED3_4,DPR,F,Y18-24,IE	12.2 	: 
A,PC,ED3_4,DPR,F,Y18-24,IS	12.4 	: 
A,PC,ED3_4,DPR,F,Y18-24,IT	1.5 	: 
A,PC,ED3_4,DPR,F,Y18-24,LT	1.3 	: 
A,PC,ED3_4,DPR,F,Y18-24,LU	17.5 	: 
A,PC,ED3_4,DPR,F,Y18-24,LV	5.1 	: 
A,PC,ED3_4,DPR,F,Y18-24,MT	2.8 	: 
A,PC,ED3_4,DPR,F,Y18-24,NO	7.5 	: 
A,PC,ED3_4,DPR,F,Y18-24,PL	2.0 	: 
A,PC,ED3_4,DPR,F,Y18-24,PT	3.3 	: 
A,PC,ED3_4,DPR,F,Y18-24,RO	0.6 	: 
A,PC,ED3_4,DPR,F,Y18-24,SE	12.4 	: 
A,PC,ED3_4,DPR,F,Y18-24,SI	11.8 	: 
A,PC,ED3_4,DPR,F,Y18-24,SK	2.1 	: 
A,PC,ED3_4,DPR,F,Y18-24,TR	4.2 	: 
A,PC,ED3_4,DPR,F,Y18-24,UK	11.9 	: 
A,PC,ED3_4,DPR,F,Y18-44,AT	5.1 	: 
A,PC,ED3_4,DPR,F,Y18-44,BG	3.6 	: 
A,PC,ED3_4,DPR,F,Y18-44,CY	2.4 	: 
A,PC,ED3_4,DPR,F,Y18-44,CZ	3.0 	: 
A,PC,ED3_4,DPR,F,Y18-44,DE	10.9 	: 
A,PC,ED3_4,DPR,F,Y18-44,DK	7.2 	: 
A,PC,ED3_4,DPR,F,Y18-44,EE	4.5 	: 
A,PC,ED3_4,DPR,F,Y18-44,EL	2.9 	: 
A,PC,ED3_4,DPR,F,Y18-44,ES	5.8 	: 
A,PC,ED3_4,DPR,F,Y18-44,EU27_2020	5.6 	: 
A,PC,ED3_4,DPR,F,Y18-44,EU28	6.1 e	: 
A,PC,ED3_4,DPR,F,Y18-44,FI	9.5 	: 
A,PC,ED3_4,DPR,F,Y18-44,FR	5.9 	: 
A,PC,ED3_4,DPR,F,Y18-44,HR	1.5 	: 
A,PC,ED3_4,DPR,F,Y18-44,HU	5.1 	: 
A,PC,ED3_4,DPR,F,Y18-44,IE	7.5 	: 
A,PC,ED3_4,DPR,F,Y18-44,IS	12.2 	: 
A,PC,ED3_4,DPR,F,Y18-44,IT	1.7 	: 
A,PC,ED3_4,DPR,F,Y18-44,LT	2.1 	: 
A,PC,ED3_4,DPR,F,Y18-44,LU	11.5 	: 
A,PC,ED3_4,DPR,F,Y18-44,LV	4.0 	: 
A,PC,ED3_4,DPR,F,Y18-44,MT	3.2 	: 
A,PC,ED3_4,DPR,F,Y18-44,NO	6.0 	: 
A,PC,ED3_4,DPR,F,Y18-44,PL	3.3 	: 
A,PC,ED3_4,DPR,F,Y18-44,PT	7.6 	: 
A,PC,ED3_4,DPR,F,Y18-44,RO	0.9 	: 
A,PC,ED3_4,DPR,F,Y18-44,SE	11.7 	: 
A,PC,ED3_4,DPR,F,Y18-44,SI	6.7 	: 
A,PC,ED3_4,DPR,F,Y18-44,SK	2.6 	: 
A,PC,ED3_4,DPR,F,Y18-44,TR	6.6 	: 
A,PC,ED3_4,DPR,F,Y18-44,UK	10.1 	: 
A,PC,ED3_4,DPR,F,Y18-64,AT	5.0 	: 
A,PC,ED3_4,DPR,F,Y18-64,BG	5.7 	: 
A,PC,ED3_4,DPR,F,Y18-64,CY	4.2 	: 
A,PC,ED3_4,DPR,F,Y18-64,CZ	3.5 	: 
A,PC,ED3_4,DPR,F,Y18-64,DE	10.1 	: 
A,PC,ED3_4,DPR,F,Y18-64,DK	6.9 	: 
A,PC,ED3_4,DPR,F,Y18-64,EE	6.9 	: 
A,PC,ED3_4,DPR,F,Y18-64,EL	3.8 	: 
A,PC,ED3_4,DPR,F,Y18-64,ES	7.2 	: 
A,PC,ED3_4,DPR,F,Y18-64,EU27_2020	6.2 	: 
A,PC,ED3_4,DPR,F,Y18-64,EU28	6.7 e	: 
A,PC,ED3_4,DPR,F,Y18-64,FI	7.1 	: 
A,PC,ED3_4,DPR,F,Y18-64,FR	6.5 	: 
A,PC,ED3_4,DPR,F,Y18-64,HR	2.0 	: 
A,PC,ED3_4,DPR,F,Y18-64,HU	8.1 	: 
A,PC,ED3_4,DPR,F,Y18-64,IE	6.4 	: 
A,PC,ED3_4,DPR,F,Y18-64,IS	11.3 	: 
A,PC,ED3_4,DPR,F,Y18-64,IT	2.7 	: 
A,PC,ED3_4,DPR,F,Y18-64,LT	4.0 	: 
A,PC,ED3_4,DPR,F,Y18-64,LU	11.0 	: 
A,PC,ED3_4,DPR,F,Y18-64,LV	5.4 	: 
A,PC,ED3_4,DPR,F,Y18-64,MT	4.0 	: 
A,PC,ED3_4,DPR,F,Y18-64,NO	5.0 	: 
A,PC,ED3_4,DPR,F,Y18-64,PL	5.0 	: 
A,PC,ED3_4,DPR,F,Y18-64,PT	8.7 	: 
A,PC,ED3_4,DPR,F,Y18-64,RO	2.0 	: 
A,PC,ED3_4,DPR,F,Y18-64,SE	10.9 	: 
A,PC,ED3_4,DPR,F,Y18-64,SI	7.4 	: 
A,PC,ED3_4,DPR,F,Y18-64,SK	2.8 	: 
A,PC,ED3_4,DPR,F,Y18-64,TR	7.0 	: 
A,PC,ED3_4,DPR,F,Y18-64,UK	10.4 	: 
A,PC,ED3_4,DPR,F,Y20-24,AT	7.2 	: 
A,PC,ED3_4,DPR,F,Y20-24,BG	3.4 	: 
A,PC,ED3_4,DPR,F,Y20-24,CY	0.9 	: 
A,PC,ED3_4,DPR,F,Y20-24,CZ	1.3 	: 
A,PC,ED3_4,DPR,F,Y20-24,DE	12.5 	: 
A,PC,ED3_4,DPR,F,Y20-24,DK	6.6 	: 
A,PC,ED3_4,DPR,F,Y20-24,EE	3.9 	: 
A,PC,ED3_4,DPR,F,Y20-24,EL	0.2 	: 
A,PC,ED3_4,DPR,F,Y20-24,ES	4.7 	: 
A,PC,ED3_4,DPR,F,Y20-24,EU28	7.2 e	: 
A,PC,ED3_4,DPR,F,Y20-24,FI	9.3 	: 
A,PC,ED3_4,DPR,F,Y20-24,FR	8.6 	: 
A,PC,ED3_4,DPR,F,Y20-24,HR	3.6 	: 
A,PC,ED3_4,DPR,F,Y20-24,HU	3.2 	: 
A,PC,ED3_4,DPR,F,Y20-24,IE	9.9 	: 
A,PC,ED3_4,DPR,F,Y20-24,IS	11.4 	: 
A,PC,ED3_4,DPR,F,Y20-24,IT	1.5 	: 
A,PC,ED3_4,DPR,F,Y20-24,LT	1.8 	: 
A,PC,ED3_4,DPR,F,Y20-24,LU	16.5 	: 
A,PC,ED3_4,DPR,F,Y20-24,LV	5.2 	: 
A,PC,ED3_4,DPR,F,Y20-24,MT	4.2 u	: 
A,PC,ED3_4,DPR,F,Y20-24,NO	7.6 	: 
A,PC,ED3_4,DPR,F,Y20-24,PL	2.0 	: 
A,PC,ED3_4,DPR,F,Y20-24,PT	4.5 	: 
A,PC,ED3_4,DPR,F,Y20-24,RO	0.5 	: 
A,PC,ED3_4,DPR,F,Y20-24,SE	12.4 	: 
A,PC,ED3_4,DPR,F,Y20-24,SI	12.3 	: 
A,PC,ED3_4,DPR,F,Y20-24,SK	2.7 	: 
A,PC,ED3_4,DPR,F,Y20-24,TR	3.9 	: 
A,PC,ED3_4,DPR,F,Y20-24,UK	14.8 	: 
A,PC,ED3_4,DPR,F,Y25-29,AT	6.4 	: 
A,PC,ED3_4,DPR,F,Y25-29,BG	1.6 	: 
A,PC,ED3_4,DPR,F,Y25-29,CY	4.3 u	: 
A,PC,ED3_4,DPR,F,Y25-29,CZ	0 	: 
A,PC,ED3_4,DPR,F,Y25-29,DE	15.8 	: 
A,PC,ED3_4,DPR,F,Y25-29,DK	8.3 u	: 
A,PC,ED3_4,DPR,F,Y25-29,EE	3.7 	: 
A,PC,ED3_4,DPR,F,Y25-29,EL	0 	: 
A,PC,ED3_4,DPR,F,Y25-29,ES	6.7 	: 
A,PC,ED3_4,DPR,F,Y25-29,EU28	7.0 e	: 
A,PC,ED3_4,DPR,F,Y25-29,FI	11.3 	: 
A,PC,ED3_4,DPR,F,Y25-29,FR	2.9 	: 
A,PC,ED3_4,DPR,F,Y25-29,HR	0 	: 
A,PC,ED3_4,DPR,F,Y25-29,HU	2.8 	: 
A,PC,ED3_4,DPR,F,Y25-29,IE	9.4 	: 
A,PC,ED3_4,DPR,F,Y25-29,IS	13.0 u	: 
A,PC,ED3_4,DPR,F,Y25-29,IT	1.2 	: 
A,PC,ED3_4,DPR,F,Y25-29,LT	0 u	: 
A,PC,ED3_4,DPR,F,Y25-29,LU	11.4 	: 
A,PC,ED3_4,DPR,F,Y25-29,LV	2.3 	: 
A,PC,ED3_4,DPR,F,Y25-29,MT	6.5 u	: 
A,PC,ED3_4,DPR,F,Y25-29,NO	7.1 	: 
A,PC,ED3_4,DPR,F,Y25-29,PL	3.1 	: 
A,PC,ED3_4,DPR,F,Y25-29,PT	5.5 	: 
A,PC,ED3_4,DPR,F,Y25-29,RO	0 	: 
A,PC,ED3_4,DPR,F,Y25-29,SE	14.6 	: 
A,PC,ED3_4,DPR,F,Y25-29,SI	5.9 	: 
A,PC,ED3_4,DPR,F,Y25-29,SK	1.8 	: 
A,PC,ED3_4,DPR,F,Y25-29,TR	8.7 	: 
A,PC,ED3_4,DPR,F,Y25-29,UK	10.1 	: 
A,PC,ED3_4,DPR,F,Y25-34,AT	5.1 	4.3 
A,PC,ED3_4,DPR,F,Y25-34,BE	: 	8.1 u
A,PC,ED3_4,DPR,F,Y25-34,BG	3.2 	1.8 
A,PC,ED3_4,DPR,F,Y25-34,CY	3.1 	0 
A,PC,ED3_4,DPR,F,Y25-34,CZ	1.8 	1.9 
A,PC,ED3_4,DPR,F,Y25-34,DE	12.3 	13.7 
A,PC,ED3_4,DPR,F,Y25-34,DK	7.8 	16.1 
A,PC,ED3_4,DPR,F,Y25-34,EE	4.8 	7.2 
A,PC,ED3_4,DPR,F,Y25-34,EL	0.9 	2.4 
A,PC,ED3_4,DPR,F,Y25-34,ES	6.6 	3.3 
A,PC,ED3_4,DPR,F,Y25-34,EU27_2020	5.5 	7.5 
A,PC,ED3_4,DPR,F,Y25-34,EU28	6.2 e	: 
A,PC,ED3_4,DPR,F,Y25-34,FI	10.8 	10.8 
A,PC,ED3_4,DPR,F,Y25-34,FR	3.9 	15.1 
A,PC,ED3_4,DPR,F,Y25-34,HR	0 	1.1 
A,PC,ED3_4,DPR,F,Y25-34,HU	4.1 	4.0 
A,PC,ED3_4,DPR,F,Y25-34,IE	5.9 	7.2 
A,PC,ED3_4,DPR,F,Y25-34,IS	13.5 	13.8 
A,PC,ED3_4,DPR,F,Y25-34,IT	1.6 	2.1 
A,PC,ED3_4,DPR,F,Y25-34,LT	2.2 	4.0 
A,PC,ED3_4,DPR,F,Y25-34,LU	10.4 	16.2 
A,PC,ED3_4,DPR,F,Y25-34,LV	2.5 	2.2 
A,PC,ED3_4,DPR,F,Y25-34,MT	5.6 	9.9 
A,PC,ED3_4,DPR,F,Y25-34,NL	: 	7.6 
A,PC,ED3_4,DPR,F,Y25-34,NO	8.0 	8.4 
A,PC,ED3_4,DPR,F,Y25-34,PL	3.1 	2.6 
A,PC,ED3_4,DPR,F,Y25-34,PT	6.5 	3.8 
A,PC,ED3_4,DPR,F,Y25-34,RO	0.8 	0.1 
A,PC,ED3_4,DPR,F,Y25-34,RS	: 	1.5 
A,PC,ED3_4,DPR,F,Y25-34,SE	10.4 	17.5 
A,PC,ED3_4,DPR,F,Y25-34,SI	4.9 	9.4 u
A,PC,ED3_4,DPR,F,Y25-34,SK	1.4 	3.4 
A,PC,ED3_4,DPR,F,Y25-34,TR	8.9 	3.1 
A,PC,ED3_4,DPR,F,Y25-34,UK	11.1 	: 
A,PC,ED3_4,DPR,F,Y25-64,EU27_2020	6.3 	: 
A,PC,ED3_4,DPR,F,Y35-44,AT	5.1 	4.2 
A,PC,ED3_4,DPR,F,Y35-44,BE	: 	6.6 
A,PC,ED3_4,DPR,F,Y35-44,BG	4.3 	2.4 
A,PC,ED3_4,DPR,F,Y35-44,CY	2.5 	2.6 
A,PC,ED3_4,DPR,F,Y35-44,CZ	4.4 	5.9 
A,PC,ED3_4,DPR,F,Y35-44,DE	8.6 	7.0 
A,PC,ED3_4,DPR,F,Y35-44,DK	7.1 	11.4 
A,PC,ED3_4,DPR,F,Y35-44,EE	4.3 	9.6 
A,PC,ED3_4,DPR,F,Y35-44,EL	4.5 	0.8 
A,PC,ED3_4,DPR,F,Y35-44,ES	7.3 	4.4 
A,PC,ED3_4,DPR,F,Y35-44,EU27_2020	5.4 	5.3 
A,PC,ED3_4,DPR,F,Y35-44,EU28	5.6 e	: 
A,PC,ED3_4,DPR,F,Y35-44,FI	10.6 	9.4 
A,PC,ED3_4,DPR,F,Y35-44,FR	6.3 	10.4 
A,PC,ED3_4,DPR,F,Y35-44,HR	2.0 	3.6 
A,PC,ED3_4,DPR,F,Y35-44,HU	7.3 	4.4 
A,PC,ED3_4,DPR,F,Y35-44,IE	5.0 	5.2 
A,PC,ED3_4,DPR,F,Y35-44,IS	10.6 	11.7 
A,PC,ED3_4,DPR,F,Y35-44,IT	1.9 	3.3 
A,PC,ED3_4,DPR,F,Y35-44,LT	2.9 	6.0 
A,PC,ED3_4,DPR,F,Y35-44,LU	6.0 	11.6 
