"A,PC,DPR,TOTAL,T,Y25-29,SK",2.1 ,: 
"A,PC,DPR,TOTAL,T,Y25-29,TR",5.9 ,: 
"A,PC,DPR,TOTAL,T,Y25-29,UK",5.8 ,: 
"A,PC,DPR,TOTAL,T,Y25-34,AT",4.1 ,3.9 
"A,PC,DPR,TOTAL,T,Y25-34,BE",: ,8.4 
"A,PC,DPR,TOTAL,T,Y25-34,BG",2.9 ,1.4 
"A,PC,DPR,TOTAL,T,Y25-34,CY",2.3 ,0.9 
"A,PC,DPR,TOTAL,T,Y25-34,CZ",1.4 ,2.3 
"A,PC,DPR,TOTAL,T,Y25-34,DE",9.9 ,10.1 
"A,PC,DPR,TOTAL,T,Y25-34,DK",7.6 ,10.1 
"A,PC,DPR,TOTAL,T,Y25-34,EE",5.2 ,6.2 
"A,PC,DPR,TOTAL,T,Y25-34,EL",2.6 ,1.3 
"A,PC,DPR,TOTAL,T,Y25-34,ES",4.9 ,2.7 
"A,PC,DPR,TOTAL,T,Y25-34,EU27_2020",5.0 ,6.0 
"A,PC,DPR,TOTAL,T,Y25-34,EU28",5.2 ,: 
"A,PC,DPR,TOTAL,T,Y25-34,FI",6.7 ,10.2 
"A,PC,DPR,TOTAL,T,Y25-34,FR",4.7 ,9.6 
"A,PC,DPR,TOTAL,T,Y25-34,HR",1.1 ,1.5 
"A,PC,DPR,TOTAL,T,Y25-34,HU",5.2 ,4.0 
"A,PC,DPR,TOTAL,T,Y25-34,IE",4.8 ,6.0 
"A,PC,DPR,TOTAL,T,Y25-34,IS",9.2 ,9.5 
"A,PC,DPR,TOTAL,T,Y25-34,IT",1.6 ,2.4 
"A,PC,DPR,TOTAL,T,Y25-34,LT",1.9 ,4.9 
"A,PC,DPR,TOTAL,T,Y25-34,LU",9.8 ,9.7 
"A,PC,DPR,TOTAL,T,Y25-34,LV",3.6 ,3.0 
"A,PC,DPR,TOTAL,T,Y25-34,MT",2.9 ,7.7 
"A,PC,DPR,TOTAL,T,Y25-34,NL",: ,7.5 
"A,PC,DPR,TOTAL,T,Y25-34,NO",6.1 ,6.8 
"A,PC,DPR,TOTAL,T,Y25-34,PL",2.6 ,2.2 
"A,PC,DPR,TOTAL,T,Y25-34,PT",4.6 ,4.2 
"A,PC,DPR,TOTAL,T,Y25-34,RO",1.5 ,0.8 
"A,PC,DPR,TOTAL,T,Y25-34,RS",: ,0.7 
"A,PC,DPR,TOTAL,T,Y25-34,SE",11.5 ,14.3 
"A,PC,DPR,TOTAL,T,Y25-34,SI",5.4 ,5.7 
"A,PC,DPR,TOTAL,T,Y25-34,SK",1.7 ,1.5 
"A,PC,DPR,TOTAL,T,Y25-34,TR",6.3 ,4.9 
"A,PC,DPR,TOTAL,T,Y25-34,UK",6.5 ,: 
"A,PC,DPR,TOTAL,T,Y25-64,EU27_2020",5.8 ,: 
"A,PC,DPR,TOTAL,T,Y35-44,AT",5.5 ,4.6 
"A,PC,DPR,TOTAL,T,Y35-44,BE",: ,11.2 
"A,PC,DPR,TOTAL,T,Y35-44,BG",3.4 ,1.5 
"A,PC,DPR,TOTAL,T,Y35-44,CY",2.3 ,1.5 
"A,PC,DPR,TOTAL,T,Y35-44,CZ",3.2 ,2.9 
"A,PC,DPR,TOTAL,T,Y35-44,DE",7.5 ,8.7 
"A,PC,DPR,TOTAL,T,Y35-44,DK",6.7 ,9.5 
"A,PC,DPR,TOTAL,T,Y35-44,EE",3.9 ,6.1 
"A,PC,DPR,TOTAL,T,Y35-44,EL",3.1 ,1.3 
"A,PC,DPR,TOTAL,T,Y35-44,ES",4.6 ,3.1 
"A,PC,DPR,TOTAL,T,Y35-44,EU27_2020",4.8 ,5.3 
"A,PC,DPR,TOTAL,T,Y35-44,EU28",5.0 ,: 
"A,PC,DPR,TOTAL,T,Y35-44,FI",6.3 ,6.2 
"A,PC,DPR,TOTAL,T,Y35-44,FR",6.2 ,8.9 
"A,PC,DPR,TOTAL,T,Y35-44,HR",1.8 ,3.2 
"A,PC,DPR,TOTAL,T,Y35-44,HU",6.1 ,3.3 
"A,PC,DPR,TOTAL,T,Y35-44,IE",4.7 ,3.6 
"A,PC,DPR,TOTAL,T,Y35-44,IS",7.7 ,7.1 
"A,PC,DPR,TOTAL,T,Y35-44,IT",2.4 ,2.0 
"A,PC,DPR,TOTAL,T,Y35-44,LT",2.0 ,3.6 
"A,PC,DPR,TOTAL,T,Y35-44,LU",7.7 ,7.5 
"A,PC,DPR,TOTAL,T,Y35-44,LV",3.1 ,4.9 
"A,PC,DPR,TOTAL,T,Y35-44,MT",3.7 ,6.0 
"A,PC,DPR,TOTAL,T,Y35-44,NL",: ,8.6 
"A,PC,DPR,TOTAL,T,Y35-44,NO",6.6 ,6.2 
"A,PC,DPR,TOTAL,T,Y35-44,PL",3.3 ,2.1 
"A,PC,DPR,TOTAL,T,Y35-44,PT",6.3 ,5.3 
"A,PC,DPR,TOTAL,T,Y35-44,RO",1.8 ,1.9 
"A,PC,DPR,TOTAL,T,Y35-44,RS",: ,1.1 
"A,PC,DPR,TOTAL,T,Y35-44,SE",8.4 ,12.1 
"A,PC,DPR,TOTAL,T,Y35-44,SI",3.8 ,5.3 
"A,PC,DPR,TOTAL,T,Y35-44,SK",2.7 ,2.2 
"A,PC,DPR,TOTAL,T,Y35-44,TR",6.1 ,6.1 
"A,PC,DPR,TOTAL,T,Y35-44,UK",6.7 ,: 
"A,PC,DPR,TOTAL,T,Y45-54,AT",5.7 ,6.4 
"A,PC,DPR,TOTAL,T,Y45-54,BE",: ,10.3 
"A,PC,DPR,TOTAL,T,Y45-54,BG",5.7 ,3.0 
"A,PC,DPR,TOTAL,T,Y45-54,CY",4.4 ,2.5 
"A,PC,DPR,TOTAL,T,Y45-54,CZ",3.0 ,3.6 
"A,PC,DPR,TOTAL,T,Y45-54,DE",8.9 ,10.7 
"A,PC,DPR,TOTAL,T,Y45-54,DK",5.4 ,6.2 
"A,PC,DPR,TOTAL,T,Y45-54,EE",6.2 ,7.2 
"A,PC,DPR,TOTAL,T,Y45-54,EL",3.3 ,2.4 
"A,PC,DPR,TOTAL,T,Y45-54,ES",6.9 ,4.9 
"A,PC,DPR,TOTAL,T,Y45-54,EU27_2020",6.2 ,7.1 
"A,PC,DPR,TOTAL,T,Y45-54,EU28",6.7 ,: 
"A,PC,DPR,TOTAL,T,Y45-54,FI",4.8 ,7.3 
"A,PC,DPR,TOTAL,T,Y45-54,FR",6.8 ,11.4 
"A,PC,DPR,TOTAL,T,Y45-54,HR",4.0 ,8.3 
"A,PC,DPR,TOTAL,T,Y45-54,HU",9.5 ,4.3 
"A,PC,DPR,TOTAL,T,Y45-54,IE",4.5 ,5.3 
"A,PC,DPR,TOTAL,T,Y45-54,IS",7.0 ,6.5 
"A,PC,DPR,TOTAL,T,Y45-54,IT",3.1 ,3.8 
"A,PC,DPR,TOTAL,T,Y45-54,LT",3.1 ,4.1 
"A,PC,DPR,TOTAL,T,Y45-54,LU",8.8 ,7.8 
"A,PC,DPR,TOTAL,T,Y45-54,LV",4.3 ,5.3 
"A,PC,DPR,TOTAL,T,Y45-54,MT",6.1 ,10.7 
"A,PC,DPR,TOTAL,T,Y45-54,NL",: ,8.1 
"A,PC,DPR,TOTAL,T,Y45-54,NO",5.7 ,6.0 
"A,PC,DPR,TOTAL,T,Y45-54,PL",4.6 ,4.6 
"A,PC,DPR,TOTAL,T,Y45-54,PT",10.8 ,7.4 
"A,PC,DPR,TOTAL,T,Y45-54,RO",3.3 ,2.2 
"A,PC,DPR,TOTAL,T,Y45-54,RS",: ,1.3 
"A,PC,DPR,TOTAL,T,Y45-54,SE",9.2 ,9.4 
"A,PC,DPR,TOTAL,T,Y45-54,SI",5.6 ,5.8 
"A,PC,DPR,TOTAL,T,Y45-54,SK",3.1 ,3.1 
"A,PC,DPR,TOTAL,T,Y45-54,TR",7.2 ,7.8 
"A,PC,DPR,TOTAL,T,Y45-54,UK",9.9 ,: 
"A,PC,DPR,TOTAL,T,Y45-64,AT",5.0 ,6.2 
"A,PC,DPR,TOTAL,T,Y45-64,BE",: ,10.1 
"A,PC,DPR,TOTAL,T,Y45-64,BG",7.7 ,4.3 
"A,PC,DPR,TOTAL,T,Y45-64,CY",5.8 ,2.9 
"A,PC,DPR,TOTAL,T,Y45-64,CZ",3.4 ,4.5 
"A,PC,DPR,TOTAL,T,Y45-64,DE",8.7 ,10.1 
"A,PC,DPR,TOTAL,T,Y45-64,DK",5.4 ,5.7 
"A,PC,DPR,TOTAL,T,Y45-64,EE",7.3 ,7.9 
"A,PC,DPR,TOTAL,T,Y45-64,EL",3.8 ,2.8 
"A,PC,DPR,TOTAL,T,Y45-64,ES",8.3 ,5.4 
"A,PC,DPR,TOTAL,T,Y45-64,EU27_2020",6.6 ,7.2 
"A,PC,DPR,TOTAL,T,Y45-64,EU28",7.1 ,: 
"A,PC,DPR,TOTAL,T,Y45-64,FI",3.9 ,5.2 
"A,PC,DPR,TOTAL,T,Y45-64,FR",6.7 ,11.0 
"A,PC,DPR,TOTAL,T,Y45-64,HR",4.1 ,7.9 
"A,PC,DPR,TOTAL,T,Y45-64,HU",12.5 ,5.6 
"A,PC,DPR,TOTAL,T,Y45-64,IE",5.3 ,5.1 
"A,PC,DPR,TOTAL,T,Y45-64,IS",6.8 ,7.3 
"A,PC,DPR,TOTAL,T,Y45-64,IT",3.7 ,3.8 
"A,PC,DPR,TOTAL,T,Y45-64,LT",3.5 ,5.2 
"A,PC,DPR,TOTAL,T,Y45-64,LU",8.1 ,7.2 
"A,PC,DPR,TOTAL,T,Y45-64,LV",4.9 ,5.6 
"A,PC,DPR,TOTAL,T,Y45-64,MT",6.8 ,10.9 
"A,PC,DPR,TOTAL,T,Y45-64,NL",: ,8.5 
"A,PC,DPR,TOTAL,T,Y45-64,NO",5.7 ,5.6 
"A,PC,DPR,TOTAL,T,Y45-64,PL",5.5 ,5.5 
"A,PC,DPR,TOTAL,T,Y45-64,PT",12.4 ,8.9 
"A,PC,DPR,TOTAL,T,Y45-64,RO",3.7 ,3.0 
"A,PC,DPR,TOTAL,T,Y45-64,RS",: ,2.0 
"A,PC,DPR,TOTAL,T,Y45-64,SE",8.9 ,8.7 
"A,PC,DPR,TOTAL,T,Y45-64,SI",5.2 ,6.0 
"A,PC,DPR,TOTAL,T,Y45-64,SK",4.0 ,3.6 
"A,PC,DPR,TOTAL,T,Y45-64,TR",7.5 ,7.3 
"A,PC,DPR,TOTAL,T,Y45-64,UK",10.6 ,: 
"A,PC,DPR,TOTAL,T,Y55-64,AT",4.1 ,5.9 
"A,PC,DPR,TOTAL,T,Y55-64,BE",: ,9.9 
"A,PC,DPR,TOTAL,T,Y55-64,BG",9.3 ,5.7 
"A,PC,DPR,TOTAL,T,Y55-64,CY",7.5 ,3.2 
"A,PC,DPR,TOTAL,T,Y55-64,CZ",3.7 ,5.5 
"A,PC,DPR,TOTAL,T,Y55-64,DE",8.4 ,9.5 
"A,PC,DPR,TOTAL,T,Y55-64,DK",5.3 ,5.2 
"A,PC,DPR,TOTAL,T,Y55-64,EE",8.5 ,8.5 
"A,PC,DPR,TOTAL,T,Y55-64,EL",4.5 ,3.3 
"A,PC,DPR,TOTAL,T,Y55-64,ES",10.1 ,6.1 
"A,PC,DPR,TOTAL,T,Y55-64,EU27_2020",7.1 ,7.4 
"A,PC,DPR,TOTAL,T,Y55-64,EU28",7.6 ,: 
"A,PC,DPR,TOTAL,T,Y55-64,FI",3.0 ,3.3 
"A,PC,DPR,TOTAL,T,Y55-64,FR",6.6 ,10.5 
"A,PC,DPR,TOTAL,T,Y55-64,HR",4.1 ,7.5 
"A,PC,DPR,TOTAL,T,Y55-64,HU",15.3 ,7.0 
"A,PC,DPR,TOTAL,T,Y55-64,IE",6.3 ,4.9 
"A,PC,DPR,TOTAL,T,Y55-64,IS",6.7 ,8.2 
"A,PC,DPR,TOTAL,T,Y55-64,IT",4.5 ,3.8 
"A,PC,DPR,TOTAL,T,Y55-64,LT",4.1 ,6.3 
"A,PC,DPR,TOTAL,T,Y55-64,LU",7.0 ,6.4 
"A,PC,DPR,TOTAL,T,Y55-64,LV",5.6 ,5.9 
"A,PC,DPR,TOTAL,T,Y55-64,MT",7.5 ,11.0 
"A,PC,DPR,TOTAL,T,Y55-64,NL",: ,9.0 
"A,PC,DPR,TOTAL,T,Y55-64,NO",5.8 ,5.2 
"A,PC,DPR,TOTAL,T,Y55-64,PL",6.4 ,6.2 
"A,PC,DPR,TOTAL,T,Y55-64,PT",14.3 ,10.4 
"A,PC,DPR,TOTAL,T,Y55-64,RO",4.1 ,3.9 
"A,PC,DPR,TOTAL,T,Y55-64,RS",: ,2.8 
"A,PC,DPR,TOTAL,T,Y55-64,SE",8.7 ,7.8 
"A,PC,DPR,TOTAL,T,Y55-64,SI",4.8 ,6.1 
"A,PC,DPR,TOTAL,T,Y55-64,SK",4.8 ,4.1 
"A,PC,DPR,TOTAL,T,Y55-64,TR",8.0 ,6.6 
"A,PC,DPR,TOTAL,T,Y55-64,UK",11.4 ,: 
"A,PC,DPR,TOTAL,T,Y65-74,AT",5.6 ,4.7 
"A,PC,DPR,TOTAL,T,Y65-74,BE",: ,6.6 
"A,PC,DPR,TOTAL,T,Y65-74,BG",11.3 ,6.6 
"A,PC,DPR,TOTAL,T,Y65-74,CY",8.5 ,3.9 
"A,PC,DPR,TOTAL,T,Y65-74,CZ",3.4 ,4.9 
"A,PC,DPR,TOTAL,T,Y65-74,DE",4.0 ,5.6 
"A,PC,DPR,TOTAL,T,Y65-74,DK",3.7 ,3.1 
"A,PC,DPR,TOTAL,T,Y65-74,EE",8.5 ,8.6 
"A,PC,DPR,TOTAL,T,Y65-74,EL",6.9 ,4.8 
"A,PC,DPR,TOTAL,T,Y65-74,ES",8.6 ,5.7 
"A,PC,DPR,TOTAL,T,Y65-74,EU27_2020",6.5 ,6.6 
"A,PC,DPR,TOTAL,T,Y65-74,EU28",6.5 ,: 
"A,PC,DPR,TOTAL,T,Y65-74,FI",2.3 ,2.1 
"A,PC,DPR,TOTAL,T,Y65-74,FR",7.0 ,11.2 
"A,PC,DPR,TOTAL,T,Y65-74,HR",7.0 ,13.6 
"A,PC,DPR,TOTAL,T,Y65-74,HU",13.3 ,6.3 
"A,PC,DPR,TOTAL,T,Y65-74,IE",4.6 ,4.2 
"A,PC,DPR,TOTAL,T,Y65-74,IS",6.9 ,8.4 
"A,PC,DPR,TOTAL,T,Y65-74,IT",5.6 ,4.1 
"A,PC,DPR,TOTAL,T,Y65-74,LT",5.7 ,6.6 
"A,PC,DPR,TOTAL,T,Y65-74,LU",4.1 ,2.9 
"A,PC,DPR,TOTAL,T,Y65-74,LV",5.5 ,6.6 
"A,PC,DPR,TOTAL,T,Y65-74,MT",7.3 ,9.5 
"A,PC,DPR,TOTAL,T,Y65-74,NL",: ,6.6 
"A,PC,DPR,TOTAL,T,Y65-74,NO",5.1 ,3.3 
"A,PC,DPR,TOTAL,T,Y65-74,PL",8.0 ,6.9 
"A,PC,DPR,TOTAL,T,Y65-74,PT",14.9 ,9.2 
"A,PC,DPR,TOTAL,T,Y65-74,RO",8.3 ,6.3 
"A,PC,DPR,TOTAL,T,Y65-74,RS",: ,4.2 
"A,PC,DPR,TOTAL,T,Y65-74,SE",4.9 ,4.8 
"A,PC,DPR,TOTAL,T,Y65-74,SI",4.5 ,7.4 
"A,PC,DPR,TOTAL,T,Y65-74,SK",4.5 ,3.9 
"A,PC,DPR,TOTAL,T,Y65-74,TR",8.7 ,9.5 
"A,PC,DPR,TOTAL,T,Y65-74,UK",6.3 ,: 
"A,PC,DPR,TOTAL,T,Y_GE18,AT",4.9 ,: 
"A,PC,DPR,TOTAL,T,Y_GE18,BG",8.0 ,: 
"A,PC,DPR,TOTAL,T,Y_GE18,CY",4.8 ,: 
"A,PC,DPR,TOTAL,T,Y_GE18,CZ",3.2 ,: 
"A,PC,DPR,TOTAL,T,Y_GE18,DE",8.4 ,: 
"A,PC,DPR,TOTAL,T,Y_GE18,DK",6.3 ,: 
"A,PC,DPR,TOTAL,T,Y_GE18,EE",6.8 ,: 
"A,PC,DPR,TOTAL,T,Y_GE18,EL",4.5 ,: 
"A,PC,DPR,TOTAL,T,Y_GE18,ES",6.9 ,: 
"A,PC,DPR,TOTAL,T,Y_GE18,EU27_2020",6.6 ,: 
"A,PC,DPR,TOTAL,T,Y_GE18,EU28",6.8 ,: 
"A,PC,DPR,TOTAL,T,Y_GE18,FI",4.9 ,: 
"A,PC,DPR,TOTAL,T,Y_GE18,FR",7.3 ,: 
"A,PC,DPR,TOTAL,T,Y_GE18,HR",3.9 ,: 
"A,PC,DPR,TOTAL,T,Y_GE18,HU",10.5 ,: 
"A,PC,DPR,TOTAL,T,Y_GE18,IE",5.7 ,: 
"A,PC,DPR,TOTAL,T,Y_GE18,IS",8.6 ,: 
"A,PC,DPR,TOTAL,T,Y_GE18,IT",4.4 ,: 
"A,PC,DPR,TOTAL,T,Y_GE18,LT",4.1 ,: 
"A,PC,DPR,TOTAL,T,Y_GE18,LU",8.4 ,: 
"A,PC,DPR,TOTAL,T,Y_GE18,LV",4.8 ,: 
"A,PC,DPR,TOTAL,T,Y_GE18,MT",5.6 ,: 
"A,PC,DPR,TOTAL,T,Y_GE18,NO",6.5 ,: 
"A,PC,DPR,TOTAL,T,Y_GE18,PL",5.4 ,: 
"A,PC,DPR,TOTAL,T,Y_GE18,PT",10.4 ,: 
"A,PC,DPR,TOTAL,T,Y_GE18,RO",4.8 ,: 
"A,PC,DPR,TOTAL,T,Y_GE18,SE",9.0 ,: 
"A,PC,DPR,TOTAL,T,Y_GE18,SI",5.5 ,: 
"A,PC,DPR,TOTAL,T,Y_GE18,SK",3.5 ,: 
"A,PC,DPR,TOTAL,T,Y_GE18,TR",7.0 ,: 
"A,PC,DPR,TOTAL,T,Y_GE18,UK",8.2 ,: 
"A,PC,DPR,TOTAL,T,Y_GE65,AT",5.4 ,7.6 
"A,PC,DPR,TOTAL,T,Y_GE65,BE",: ,6.8 
"A,PC,DPR,TOTAL,T,Y_GE65,BG",17.5 ,10.1 
"A,PC,DPR,TOTAL,T,Y_GE65,CY",11.1 ,6.0 
"A,PC,DPR,TOTAL,T,Y_GE65,CZ",5.5 ,7.0 
"A,PC,DPR,TOTAL,T,Y_GE65,DE",6.1 ,7.4 
"A,PC,DPR,TOTAL,T,Y_GE65,DK",5.0 ,4.7 
"A,PC,DPR,TOTAL,T,Y_GE65,EE",11.1 ,12.3 
"A,PC,DPR,TOTAL,T,Y_GE65,EL",8.6 ,5.2 
"A,PC,DPR,TOTAL,T,Y_GE65,ES",10.3 ,7.6 
"A,PC,DPR,TOTAL,T,Y_GE65,EU27_2020",9.5 ,9.1 
"A,PC,DPR,TOTAL,T,Y_GE65,EU28",9.2 ,: 
"A,PC,DPR,TOTAL,T,Y_GE65,FI",2.4 ,2.6 
"A,PC,DPR,TOTAL,T,Y_GE65,FR",12.2 ,12.9 
"A,PC,DPR,TOTAL,T,Y_GE65,HR",8.6 ,15.0 
"A,PC,DPR,TOTAL,T,Y_GE65,HU",19.1 ,8.8 
"A,PC,DPR,TOTAL,T,Y_GE65,IE",5.4 u,4.8 
"A,PC,DPR,TOTAL,T,Y_GE65,IS",7.8 ,6.7 
"A,PC,DPR,TOTAL,T,Y_GE65,IT",8.9 ,7.6 
"A,PC,DPR,TOTAL,T,Y_GE65,LT",9.6 ,8.4 
"A,PC,DPR,TOTAL,T,Y_GE65,LU",6.1 ,4.3 
"A,PC,DPR,TOTAL,T,Y_GE65,LV",7.2 ,8.3 
"A,PC,DPR,TOTAL,T,Y_GE65,MT",9.1 ,10.3 
"A,PC,DPR,TOTAL,T,Y_GE65,NL",: ,8.3 
"A,PC,DPR,TOTAL,T,Y_GE65,NO",6.0 ,4.5 
"A,PC,DPR,TOTAL,T,Y_GE65,PL",11.5 ,10.9 
"A,PC,DPR,TOTAL,T,Y_GE65,PT",16.8 ,13.8 
"A,PC,DPR,TOTAL,T,Y_GE65,RO",13.6 ,12.3 
"A,PC,DPR,TOTAL,T,Y_GE65,RS",: ,4.7 
"A,PC,DPR,TOTAL,T,Y_GE65,SE",7.4 ,6.5 
"A,PC,DPR,TOTAL,T,Y_GE65,SI",6.3 ,11.3 
"A,PC,DPR,TOTAL,T,Y_GE65,SK",7.1 ,6.1 
"A,PC,DPR,TOTAL,T,Y_GE65,TR",11.3 ,11.6 
"A,PC,DPR,TOTAL,T,Y_GE65,UK",7.0 ,: 
"A,PC,DPR,TOTAL,T,Y_GE75,AT",5.2 ,10.9 
"A,PC,DPR,TOTAL,T,Y_GE75,BE",: ,7.0 u
"A,PC,DPR,TOTAL,T,Y_GE75,BG",27.7 ,15.5 
"A,PC,DPR,TOTAL,T,Y_GE75,CY",15.0 ,9.1 
"A,PC,DPR,TOTAL,T,Y_GE75,CZ",8.9 ,10.4 
"A,PC,DPR,TOTAL,T,Y_GE75,DE",8.5 ,9.1 
"A,PC,DPR,TOTAL,T,Y_GE75,DK",7.2 ,6.9 
"A,PC,DPR,TOTAL,T,Y_GE75,EE",13.9 ,16.3 
"A,PC,DPR,TOTAL,T,Y_GE75,EL",10.2 ,5.7 
"A,PC,DPR,TOTAL,T,Y_GE75,ES",12.3 ,9.8 
"A,PC,DPR,TOTAL,T,Y_GE75,EU27_2020",13.1 ,12.0 
"A,PC,DPR,TOTAL,T,Y_GE75,EU28",12.5 ,: 
"A,PC,DPR,TOTAL,T,Y_GE75,FI",2.6 u,3.6 
"A,PC,DPR,TOTAL,T,Y_GE75,FR",18.2 ,15.3 
"A,PC,DPR,TOTAL,T,Y_GE75,HR",10.4 ,16.2 
"A,PC,DPR,TOTAL,T,Y_GE75,HU",27.3 ,12.4 
"A,PC,DPR,TOTAL,T,Y_GE75,IE",6.7 u,5.6 
"A,PC,DPR,TOTAL,T,Y_GE75,IS",8.9 ,4.1 
"A,PC,DPR,TOTAL,T,Y_GE75,IT",12.7 ,11.5 
"A,PC,DPR,TOTAL,T,Y_GE75,LT",14.0 ,10.4 
"A,PC,DPR,TOTAL,T,Y_GE75,LU",9.9 u,7.8 
"A,PC,DPR,TOTAL,T,Y_GE75,LV",9.3 ,10.1 
"A,PC,DPR,TOTAL,T,Y_GE75,MT",11.9 ,11.8 
"A,PC,DPR,TOTAL,T,Y_GE75,NL",: ,10.9 
"A,PC,DPR,TOTAL,T,Y_GE75,NO",7.2 ,6.3 
"A,PC,DPR,TOTAL,T,Y_GE75,PL",16.4 ,16.9 
"A,PC,DPR,TOTAL,T,Y_GE75,PT",18.8 ,18.8 
"A,PC,DPR,TOTAL,T,Y_GE75,RO",19.8 ,20.3 
"A,PC,DPR,TOTAL,T,Y_GE75,RS",: ,5.5 
"A,PC,DPR,TOTAL,T,Y_GE75,SE",10.9 ,8.7 
"A,PC,DPR,TOTAL,T,Y_GE75,SI",8.3 ,16.1 
"A,PC,DPR,TOTAL,T,Y_GE75,SK",10.9 ,9.6 
"A,PC,DPR,TOTAL,T,Y_GE75,TR",15.4 ,15.0 
"A,PC,DPR,TOTAL,T,Y_GE75,UK",7.8 ,: 
"A,PC,DPR_MJR,QU1,F,TOTAL,AT",1.9 ,4.8 
"A,PC,DPR_MJR,QU1,F,TOTAL,BE",: ,7.5 u
"A,PC,DPR_MJR,QU1,F,TOTAL,BG",8.1 ,5.9 
"A,PC,DPR_MJR,QU1,F,TOTAL,CY",2.8 ,2.8 
"A,PC,DPR_MJR,QU1,F,TOTAL,CZ",2.5 ,2.5 
"A,PC,DPR_MJR,QU1,F,TOTAL,DE",6.5 ,7.1 
"A,PC,DPR_MJR,QU1,F,TOTAL,DK",6.3 ,9.9 
"A,PC,DPR_MJR,QU1,F,TOTAL,EE",5.3 ,5.9 
"A,PC,DPR_MJR,QU1,F,TOTAL,EL",2.1 ,1.3 
"A,PC,DPR_MJR,QU1,F,TOTAL,ES",6.3 ,4.3 
"A,PC,DPR_MJR,QU1,F,TOTAL,EU27_2020",5.0 ,5.4 
"A,PC,DPR_MJR,QU1,F,TOTAL,EU28",5.4 ,: 
"A,PC,DPR_MJR,QU1,F,TOTAL,FI",4.7 ,7.1 
"A,PC,DPR_MJR,QU1,F,TOTAL,FR",6.3 ,6.0 
"A,PC,DPR_MJR,QU1,F,TOTAL,HR",3.4 ,7.1 
"A,PC,DPR_MJR,QU1,F,TOTAL,HU",10.7 ,5.3 
"A,PC,DPR_MJR,QU1,F,TOTAL,IE",4.4 ,4.8 
"A,PC,DPR_MJR,QU1,F,TOTAL,IS",7.6 ,7.1 
"A,PC,DPR_MJR,QU1,F,TOTAL,IT",2.0 ,2.6 
"A,PC,DPR_MJR,QU1,F,TOTAL,LT",2.9 ,5.3 
"A,PC,DPR_MJR,QU1,F,TOTAL,LU",4.6 ,8.9 
"A,PC,DPR_MJR,QU1,F,TOTAL,LV",5.0 ,4.8 
"A,PC,DPR_MJR,QU1,F,TOTAL,MT",3.7 ,3.6 
"A,PC,DPR_MJR,QU1,F,TOTAL,NL",: ,5.9 
"A,PC,DPR_MJR,QU1,F,TOTAL,NO",5.0 ,6.0 
"A,PC,DPR_MJR,QU1,F,TOTAL,PL",3.0 ,5.3 
"A,PC,DPR_MJR,QU1,F,TOTAL,PT",7.5 ,6.4 
"A,PC,DPR_MJR,QU1,F,TOTAL,RO",4.1 ,4.2 
"A,PC,DPR_MJR,QU1,F,TOTAL,RS",: ,2.2 
"A,PC,DPR_MJR,QU1,F,TOTAL,SE",5.9 ,11.0 
"A,PC,DPR_MJR,QU1,F,TOTAL,SI",4.9 ,6.6 
"A,PC,DPR_MJR,QU1,F,TOTAL,SK",2.3 ,2.2 
"A,PC,DPR_MJR,QU1,F,TOTAL,TR",5.2 ,5.5 
"A,PC,DPR_MJR,QU1,F,TOTAL,UK",7.8 ,: 
"A,PC,DPR_MJR,QU1,F,Y15-19,AT",0 ,: 
"A,PC,DPR_MJR,QU1,F,Y15-19,BG",2.5 u,: 
"A,PC,DPR_MJR,QU1,F,Y15-19,CY",0 u,: 
"A,PC,DPR_MJR,QU1,F,Y15-19,CZ",0 u,: 
"A,PC,DPR_MJR,QU1,F,Y15-19,DE",5.0 ,: 
"A,PC,DPR_MJR,QU1,F,Y15-19,DK",: u,: 
"A,PC,DPR_MJR,QU1,F,Y15-19,EE",1.3 u,: 
"A,PC,DPR_MJR,QU1,F,Y15-19,EL",0 u,: 
"A,PC,DPR_MJR,QU1,F,Y15-19,ES",1.5 ,: 
"A,PC,DPR_MJR,QU1,F,Y15-19,EU28",2.8 ,: 
"A,PC,DPR_MJR,QU1,F,Y15-19,FI",0 u,: 
"A,PC,DPR_MJR,QU1,F,Y15-19,FR",3.0 ,: 
"A,PC,DPR_MJR,QU1,F,Y15-19,HR",0 u,: 
"A,PC,DPR_MJR,QU1,F,Y15-19,HU",0 u,: 
"A,PC,DPR_MJR,QU1,F,Y15-19,IE",: u,: 
"A,PC,DPR_MJR,QU1,F,Y15-19,IS",12.3 u,: 
"A,PC,DPR_MJR,QU1,F,Y15-19,IT",2.0 ,: 
"A,PC,DPR_MJR,QU1,F,Y15-19,LT",0 u,: 
"A,PC,DPR_MJR,QU1,F,Y15-19,LU",0 u,: 
"A,PC,DPR_MJR,QU1,F,Y15-19,LV",0 ,: 
"A,PC,DPR_MJR,QU1,F,Y15-19,MT",: u,: 
"A,PC,DPR_MJR,QU1,F,Y15-19,NO",4.9 ,: 
"A,PC,DPR_MJR,QU1,F,Y15-19,PL",0.8 ,: 
"A,PC,DPR_MJR,QU1,F,Y15-19,PT",0.9 ,: 
"A,PC,DPR_MJR,QU1,F,Y15-19,RO",1.4 ,: 
"A,PC,DPR_MJR,QU1,F,Y15-19,SE",6.0 ,: 
